uid,pid,hid,seq,hzone,ozone,dzone,purp,mode,tst,tet,freq
4358,census_2179,census_2179,0,Croydon,Croydon,Wandsworth,education,pt,446,463,1000
4359,census_2179,census_2179,1,Croydon,Wandsworth,Croydon,education,pt,1051,1068,1000
4360,census_2180,census_2180,0,Waltham Forest,Waltham Forest,Waltham Forest,work,pt,589,594,1000
4361,census_2180,census_2180,1,Waltham Forest,Waltham Forest,Waltham Forest,work,pt,1191,1196,1000
4362,census_2181,census_2181,0,Hounslow,Hounslow,Hounslow,education,pt,472,477,1000
4363,census_2181,census_2181,1,Hounslow,Hounslow,Hounslow,education,pt,938,943,1000
4364,census_2182,census_2182,0,Sutton,Sutton,Sutton,work,pt,456,463,1000
4365,census_2182,census_2182,1,Sutton,Sutton,Sutton,work,pt,973,980,1000
4366,census_2183,census_2183,0,Lewisham,Lewisham,Lewisham,work,pt,498,501,1000
4367,census_2183,census_2183,1,Lewisham,Lewisham,Lewisham,work,pt,1127,1130,1000
4368,census_2184,census_2184,0,Southwark,Southwark,Lambeth,education,pt,563,566,1000
4369,census_2184,census_2184,1,Southwark,Lambeth,Southwark,education,pt,1154,1157,1000
4370,census_2185,census_2185,0,Sutton,Sutton,Sutton,work,pt,529,538,1000
4371,census_2185,census_2185,1,Sutton,Sutton,Sutton,work,pt,1050,1059,1000
4372,census_2186,census_2186,0,Southwark,Southwark,"Westminster,City of London",education,pt,533,542,1000
4373,census_2186,census_2186,1,Southwark,"Westminster,City of London",Southwark,education,pt,1037,1046,1000
4374,census_2187,census_2187,0,Havering,Havering,Bexley,work,pt,506,523,1000
4375,census_2187,census_2187,1,Havering,Bexley,Havering,work,pt,1020,1037,1000
4376,census_2188,census_2188,0,Croydon,Croydon,Richmond upon Thames,work,pt,540,571,1000
4377,census_2188,census_2188,1,Croydon,Richmond upon Thames,Croydon,work,pt,1067,1098,1000
4378,census_2189,census_2189,0,Hackney,Hackney,Hammersmith and Fulham,work,car,443,462,1000
4379,census_2189,census_2189,1,Hackney,Hammersmith and Fulham,Hackney,work,car,966,985,1000
4380,census_2190,census_2190,0,Enfield,Enfield,"Westminster,City of London",work,pt,526,545,1000
4381,census_2190,census_2190,1,Enfield,"Westminster,City of London",Enfield,work,pt,1004,1023,1000
4382,census_2191,census_2191,0,Havering,Havering,Tower Hamlets,education,pt,502,537,1000
4383,census_2191,census_2191,1,Havering,Tower Hamlets,Havering,education,pt,959,994,1000
4384,census_2192,census_2192,0,Harrow,Harrow,Harrow,education,pt,472,481,1000
4385,census_2192,census_2192,1,Harrow,Harrow,Harrow,education,pt,1010,1019,1000
4386,census_2193,census_2193,0,Sutton,Sutton,Merton,work,pt,555,568,1000
4387,census_2193,census_2193,1,Sutton,Merton,Sutton,work,pt,1118,1131,1000
4388,census_2194,census_2194,0,Barnet,Barnet,Islington,work,pt,519,544,1000
4389,census_2194,census_2194,1,Barnet,Islington,Barnet,work,pt,947,972,1000
4390,census_2195,census_2195,0,Barnet,Barnet,Enfield,work,pt,486,495,1000
4391,census_2195,census_2195,1,Barnet,Enfield,Barnet,work,pt,1034,1043,1000
4392,census_2196,census_2196,0,Sutton,Sutton,Wandsworth,work,pt,537,554,1000
4393,census_2196,census_2196,1,Sutton,Wandsworth,Sutton,work,pt,1102,1119,1000
4394,census_2197,census_2197,0,Hounslow,Hounslow,Hammersmith and Fulham,education,pt,570,595,1000
4395,census_2197,census_2197,1,Hounslow,Hammersmith and Fulham,Hounslow,education,pt,1030,1055,1000
4396,census_2198,census_2198,0,Merton,Merton,Merton,work,car,479,488,1000
4397,census_2198,census_2198,1,Merton,Merton,Merton,work,car,1039,1048,1000
4398,census_2199,census_2199,0,Bromley,Bromley,Bromley,education,pt,521,532,1000
4399,census_2199,census_2199,1,Bromley,Bromley,Bromley,education,pt,980,991,1000
4400,census_2200,census_2200,0,Ealing,Ealing,Hackney,work,pt,475,514,1000
4401,census_2200,census_2200,1,Ealing,Hackney,Ealing,work,pt,946,985,1000
4402,census_2201,census_2201,0,Greenwich,Greenwich,Bexley,work,car,520,543,1000
4403,census_2201,census_2201,1,Greenwich,Bexley,Greenwich,work,car,1063,1086,1000
4404,census_2202,census_2202,0,Hounslow,Hounslow,Ealing,work,pt,568,597,1000
4405,census_2202,census_2202,1,Hounslow,Ealing,Hounslow,work,pt,1074,1103,1000
4406,census_2203,census_2203,0,Barnet,Barnet,Barnet,work,pt,524,533,1000
4407,census_2203,census_2203,1,Barnet,Barnet,Barnet,work,pt,1005,1014,1000
4408,census_2204,census_2204,0,Hackney,Hackney,"Westminster,City of London",work,pt,415,424,1000
4409,census_2204,census_2204,1,Hackney,"Westminster,City of London",Hackney,work,pt,997,1006,1000
4410,census_2205,census_2205,0,Newham,Newham,Hackney,work,car,537,546,1000
4411,census_2205,census_2205,1,Newham,Hackney,Newham,work,car,1061,1070,1000
4412,census_2206,census_2206,0,Havering,Havering,Tower Hamlets,education,pt,593,626,1000
4413,census_2206,census_2206,1,Havering,Tower Hamlets,Havering,education,pt,1092,1125,1000
4414,census_2207,census_2207,0,Hillingdon,Hillingdon,"Westminster,City of London",education,pt,446,491,1000
4415,census_2207,census_2207,1,Hillingdon,"Westminster,City of London",Hillingdon,education,pt,967,1012,1000
4416,census_2208,census_2208,0,Enfield,Enfield,Enfield,work,pt,456,465,1000
4417,census_2208,census_2208,1,Enfield,Enfield,Enfield,work,pt,994,1003,1000
4418,census_2209,census_2209,0,Enfield,Enfield,Enfield,work,pt,542,543,1000
4419,census_2209,census_2209,1,Enfield,Enfield,Enfield,work,pt,1023,1024,1000
4420,census_2210,census_2210,0,Ealing,Ealing,Ealing,work,pt,524,529,1000
4421,census_2210,census_2210,1,Ealing,Ealing,Ealing,work,pt,1079,1084,1000
4422,census_2211,census_2211,0,Sutton,Sutton,Kingston upon Thames,education,car,444,465,1000
4423,census_2211,census_2211,1,Sutton,Kingston upon Thames,Sutton,education,car,968,989,1000
4424,census_2212,census_2212,0,Hammersmith and Fulham,Hammersmith and Fulham,"Westminster,City of London",work,pt,448,457,1000
4425,census_2212,census_2212,1,Hammersmith and Fulham,"Westminster,City of London",Hammersmith and Fulham,work,pt,1024,1033,1000
4426,census_2213,census_2213,0,Hounslow,Hounslow,Richmond upon Thames,education,pt,587,606,1000
4427,census_2213,census_2213,1,Hounslow,Richmond upon Thames,Hounslow,education,pt,1100,1119,1000
4428,census_2214,census_2214,0,Greenwich,Greenwich,Greenwich,work,pt,517,526,1000
4429,census_2214,census_2214,1,Greenwich,Greenwich,Greenwich,work,pt,1071,1080,1000
4430,census_2215,census_2215,0,Harrow,Harrow,Harrow,work,car,587,596,1000
4431,census_2215,census_2215,1,Harrow,Harrow,Harrow,work,car,1140,1149,1000
4432,census_2216,census_2216,0,"Westminster,City of London","Westminster,City of London","Westminster,City of London",work,car,494,503,1000
4433,census_2216,census_2216,1,"Westminster,City of London","Westminster,City of London","Westminster,City of London",work,car,1022,1031,1000
4434,census_2217,census_2217,0,Richmond upon Thames,Richmond upon Thames,Richmond upon Thames,education,pt,522,533,1000
4435,census_2217,census_2217,1,Richmond upon Thames,Richmond upon Thames,Richmond upon Thames,education,pt,994,1005,1000
4436,census_2218,census_2218,0,Ealing,Ealing,Ealing,work,pt,469,474,1000
4437,census_2218,census_2218,1,Ealing,Ealing,Ealing,work,pt,914,919,1000
4438,census_2219,census_2219,0,Bromley,Bromley,"Westminster,City of London",work,pt,496,523,1000
4439,census_2219,census_2219,1,Bromley,"Westminster,City of London",Bromley,work,pt,970,997,1000
4440,census_2220,census_2220,0,"Westminster,City of London","Westminster,City of London",Kensington and Chelsea,work,car,479,486,1000
4441,census_2220,census_2220,1,"Westminster,City of London",Kensington and Chelsea,"Westminster,City of London",work,car,1051,1058,1000
4442,census_2221,census_2221,0,Lambeth,Lambeth,Islington,work,pt,462,489,1000
4443,census_2221,census_2221,1,Lambeth,Islington,Lambeth,work,pt,1002,1029,1000
4444,census_2222,census_2222,0,Croydon,Croydon,Hounslow,work,car,514,557,1000
4445,census_2222,census_2222,1,Croydon,Hounslow,Croydon,work,car,1078,1121,1000
4446,census_2223,census_2223,0,Lambeth,Lambeth,Hounslow,work,pt,457,500,1000
4447,census_2223,census_2223,1,Lambeth,Hounslow,Lambeth,work,pt,882,925,1000
4448,census_2224,census_2224,0,Enfield,Enfield,Enfield,work,pt,522,529,1000
4449,census_2224,census_2224,1,Enfield,Enfield,Enfield,work,pt,1014,1021,1000
4450,census_2225,census_2225,0,Enfield,Enfield,Islington,work,car,412,445,1000
4451,census_2225,census_2225,1,Enfield,Islington,Enfield,work,car,946,979,1000
4452,census_2226,census_2226,0,"Westminster,City of London","Westminster,City of London",Islington,work,pt,506,513,1000
4453,census_2226,census_2226,1,"Westminster,City of London",Islington,"Westminster,City of London",work,pt,1043,1050,1000
4454,census_2227,census_2227,0,Redbridge,Redbridge,Newham,education,pt,489,498,1000
4455,census_2227,census_2227,1,Redbridge,Newham,Redbridge,education,pt,960,969,1000
4456,census_2228,census_2228,0,Sutton,Sutton,Bromley,work,car,538,553,1000
4457,census_2228,census_2228,1,Sutton,Bromley,Sutton,work,car,1025,1040,1000
4458,census_2229,census_2229,0,Harrow,Harrow,Camden,work,pt,455,484,1000
4459,census_2229,census_2229,1,Harrow,Camden,Harrow,work,pt,965,994,1000
4460,census_2230,census_2230,0,Hillingdon,Hillingdon,Hillingdon,education,pt,473,474,1000
4461,census_2230,census_2230,1,Hillingdon,Hillingdon,Hillingdon,education,pt,1052,1053,1000
4462,census_2231,census_2231,0,Newham,Newham,Tower Hamlets,work,pt,485,488,1000
4463,census_2231,census_2231,1,Newham,Tower Hamlets,Newham,work,pt,1125,1128,1000
4464,census_2232,census_2232,0,Camden,Camden,Hillingdon,work,pt,515,558,1000
4465,census_2232,census_2232,1,Camden,Hillingdon,Camden,work,pt,981,1024,1000
4466,census_2233,census_2233,0,Lewisham,Lewisham,"Westminster,City of London",education,pt,506,519,1000
4467,census_2233,census_2233,1,Lewisham,"Westminster,City of London",Lewisham,education,pt,960,973,1000
4468,census_2234,census_2234,0,Hillingdon,Hillingdon,Hillingdon,work,pt,521,530,1000
4469,census_2234,census_2234,1,Hillingdon,Hillingdon,Hillingdon,work,pt,1038,1047,1000
4470,census_2235,census_2235,0,Croydon,Croydon,Bromley,work,pt,447,460,1000
4471,census_2235,census_2235,1,Croydon,Bromley,Croydon,work,pt,957,970,1000
4472,census_2236,census_2236,0,Brent,Brent,Hounslow,education,pt,500,523,1000
4473,census_2236,census_2236,1,Brent,Hounslow,Brent,education,pt,994,1017,1000
4474,census_2237,census_2237,0,Lewisham,Lewisham,Hammersmith and Fulham,work,car,423,450,1000
4475,census_2237,census_2237,1,Lewisham,Hammersmith and Fulham,Lewisham,work,car,1055,1082,1000
4476,census_2238,census_2238,0,Richmond upon Thames,Richmond upon Thames,Hammersmith and Fulham,work,pt,442,469,1000
4477,census_2238,census_2238,1,Richmond upon Thames,Hammersmith and Fulham,Richmond upon Thames,work,pt,902,929,1000
4478,census_2239,census_2239,0,Islington,Islington,"Westminster,City of London",work,pt,427,432,1000
4479,census_2239,census_2239,1,Islington,"Westminster,City of London",Islington,work,pt,924,929,1000
4480,census_2240,census_2240,0,Tower Hamlets,Tower Hamlets,Enfield,work,pt,492,525,1000
4481,census_2240,census_2240,1,Tower Hamlets,Enfield,Tower Hamlets,work,pt,1059,1092,1000
4482,census_2241,census_2241,0,Newham,Newham,Newham,work,car,424,435,1000
4483,census_2241,census_2241,1,Newham,Newham,Newham,work,car,971,982,1000
4484,census_2242,census_2242,0,Hillingdon,Hillingdon,Hillingdon,work,pt,510,539,1000
4485,census_2242,census_2242,1,Hillingdon,Hillingdon,Hillingdon,work,pt,1009,1038,1000
4486,census_2243,census_2243,0,Southwark,Southwark,"Westminster,City of London",work,pt,494,499,1000
4487,census_2243,census_2243,1,Southwark,"Westminster,City of London",Southwark,work,pt,1040,1045,1000
4488,census_2244,census_2244,0,Ealing,Ealing,Lambeth,work,pt,497,516,1000
4489,census_2244,census_2244,1,Ealing,Lambeth,Ealing,work,pt,1106,1125,1000
4490,census_2245,census_2245,0,Greenwich,Greenwich,Lambeth,work,pt,460,481,1000
4491,census_2245,census_2245,1,Greenwich,Lambeth,Greenwich,work,pt,1045,1066,1000
4492,census_2246,census_2246,0,Redbridge,Redbridge,"Westminster,City of London",work,pt,440,471,1000
4493,census_2246,census_2246,1,Redbridge,"Westminster,City of London",Redbridge,work,pt,990,1021,1000
4494,census_2247,census_2247,0,Hillingdon,Hillingdon,Hammersmith and Fulham,work,pt,443,470,1000
4495,census_2247,census_2247,1,Hillingdon,Hammersmith and Fulham,Hillingdon,work,pt,1009,1036,1000
4496,census_2248,census_2248,0,Kingston upon Thames,Kingston upon Thames,Merton,work,pt,475,484,1000
4497,census_2248,census_2248,1,Kingston upon Thames,Merton,Kingston upon Thames,work,pt,1068,1077,1000
4498,census_2249,census_2249,0,Kensington and Chelsea,Kensington and Chelsea,Kensington and Chelsea,work,pt,532,537,1000
4499,census_2249,census_2249,1,Kensington and Chelsea,Kensington and Chelsea,Kensington and Chelsea,work,pt,1128,1133,1000
4500,census_2250,census_2250,0,Wandsworth,Wandsworth,"Westminster,City of London",work,pt,424,437,1000
4501,census_2250,census_2250,1,Wandsworth,"Westminster,City of London",Wandsworth,work,pt,907,920,1000
4502,census_2251,census_2251,0,Barnet,Barnet,Camden,work,pt,522,539,1000
4503,census_2251,census_2251,1,Barnet,Camden,Barnet,work,pt,1098,1115,1000
4504,census_2252,census_2252,0,Islington,Islington,Camden,work,pt,507,510,1000
4505,census_2252,census_2252,1,Islington,Camden,Islington,work,pt,978,981,1000
4506,census_2253,census_2253,0,Newham,Newham,"Westminster,City of London",work,pt,548,569,1000
4507,census_2253,census_2253,1,Newham,"Westminster,City of London",Newham,work,pt,1033,1054,1000
4508,census_2254,census_2254,0,Kingston upon Thames,Kingston upon Thames,Kingston upon Thames,education,pt,498,505,1000
4509,census_2254,census_2254,1,Kingston upon Thames,Kingston upon Thames,Kingston upon Thames,education,pt,970,977,1000
4510,census_2255,census_2255,0,Southwark,Southwark,Kensington and Chelsea,work,pt,457,470,1000
4511,census_2255,census_2255,1,Southwark,Kensington and Chelsea,Southwark,work,pt,977,990,1000
4512,census_2256,census_2256,0,Islington,Islington,Hounslow,work,pt,552,593,1000
4513,census_2256,census_2256,1,Islington,Hounslow,Islington,work,pt,1064,1105,1000
4514,census_2257,census_2257,0,Camden,Camden,Tower Hamlets,work,pt,441,448,1000
4515,census_2257,census_2257,1,Camden,Tower Hamlets,Camden,work,pt,917,924,1000
4516,census_2258,census_2258,0,Lambeth,Lambeth,"Westminster,City of London",work,pt,445,460,1000
4517,census_2258,census_2258,1,Lambeth,"Westminster,City of London",Lambeth,work,pt,913,928,1000
4518,census_2259,census_2259,0,Lambeth,Lambeth,Southwark,work,pt,433,442,1000
4519,census_2259,census_2259,1,Lambeth,Southwark,Lambeth,work,pt,1022,1031,1000
4520,census_2260,census_2260,0,Hackney,Hackney,Kensington and Chelsea,work,pt,408,431,1000
4521,census_2260,census_2260,1,Hackney,Kensington and Chelsea,Hackney,work,pt,1006,1029,1000
4522,census_2261,census_2261,0,Southwark,Southwark,Southwark,education,pt,517,522,1000
4523,census_2261,census_2261,1,Southwark,Southwark,Southwark,education,pt,982,987,1000
4524,census_2262,census_2262,0,Bromley,Bromley,Bromley,education,car,470,479,1000
4525,census_2262,census_2262,1,Bromley,Bromley,Bromley,education,car,921,930,1000
4526,census_2263,census_2263,0,Wandsworth,Wandsworth,"Westminster,City of London",work,pt,483,500,1000
4527,census_2263,census_2263,1,Wandsworth,"Westminster,City of London",Wandsworth,work,pt,1036,1053,1000
4528,census_2264,census_2264,0,Barnet,Barnet,Islington,education,pt,525,546,1000
4529,census_2264,census_2264,1,Barnet,Islington,Barnet,education,pt,1036,1057,1000
4530,census_2265,census_2265,0,Wandsworth,Wandsworth,Islington,work,pt,580,599,1000
4531,census_2265,census_2265,1,Wandsworth,Islington,Wandsworth,work,pt,1123,1142,1000
4532,census_2266,census_2266,0,Redbridge,Redbridge,Barking and Dagenham,work,pt,519,524,1000
4533,census_2266,census_2266,1,Redbridge,Barking and Dagenham,Redbridge,work,pt,1088,1093,1000
4534,census_2267,census_2267,0,Bromley,Bromley,Southwark,work,pt,517,552,1000
4535,census_2267,census_2267,1,Bromley,Southwark,Bromley,work,pt,1049,1084,1000
4536,census_2268,census_2268,0,Tower Hamlets,Tower Hamlets,Tower Hamlets,education,pt,512,515,1000
4537,census_2268,census_2268,1,Tower Hamlets,Tower Hamlets,Tower Hamlets,education,pt,1076,1079,1000
4538,census_2269,census_2269,0,Croydon,Croydon,Croydon,education,car,425,428,1000
4539,census_2269,census_2269,1,Croydon,Croydon,Croydon,education,car,1048,1051,1000
4540,census_2270,census_2270,0,Greenwich,Greenwich,Camden,work,pt,486,515,1000
4541,census_2270,census_2270,1,Greenwich,Camden,Greenwich,work,pt,991,1020,1000
4542,census_2271,census_2271,0,Kingston upon Thames,Kingston upon Thames,"Westminster,City of London",work,car,481,522,1000
4543,census_2271,census_2271,1,Kingston upon Thames,"Westminster,City of London",Kingston upon Thames,work,car,1056,1097,1000
4544,census_2272,census_2272,0,Ealing,Ealing,Kingston upon Thames,work,pt,453,484,1000
4545,census_2272,census_2272,1,Ealing,Kingston upon Thames,Ealing,work,pt,1008,1039,1000
4546,census_2273,census_2273,0,Tower Hamlets,Tower Hamlets,"Westminster,City of London",work,car,554,565,1000
4547,census_2273,census_2273,1,Tower Hamlets,"Westminster,City of London",Tower Hamlets,work,car,1107,1118,1000
4548,census_2274,census_2274,0,Newham,Newham,Tower Hamlets,education,car,468,477,1000
4549,census_2274,census_2274,1,Newham,Tower Hamlets,Newham,education,car,1019,1028,1000
4550,census_2275,census_2275,0,Kingston upon Thames,Kingston upon Thames,Camden,education,pt,474,515,1000
4551,census_2275,census_2275,1,Kingston upon Thames,Camden,Kingston upon Thames,education,pt,1096,1137,1000
4552,census_2276,census_2276,0,Hammersmith and Fulham,Hammersmith and Fulham,Kensington and Chelsea,work,pt,503,512,1000
4553,census_2276,census_2276,1,Hammersmith and Fulham,Kensington and Chelsea,Hammersmith and Fulham,work,pt,1069,1078,1000
4554,census_2277,census_2277,0,Barnet,Barnet,Barnet,work,pt,486,489,1000
4555,census_2277,census_2277,1,Barnet,Barnet,Barnet,work,pt,997,1000,1000
4556,census_2278,census_2278,0,Brent,Brent,"Westminster,City of London",work,pt,462,475,1000
4557,census_2278,census_2278,1,Brent,"Westminster,City of London",Brent,work,pt,977,990,1000
4558,census_2279,census_2279,0,Greenwich,Greenwich,Bromley,education,pt,504,519,1000
4559,census_2279,census_2279,1,Greenwich,Bromley,Greenwich,education,pt,1062,1077,1000
4560,census_2280,census_2280,0,Islington,Islington,Camden,work,pt,485,492,1000
4561,census_2280,census_2280,1,Islington,Camden,Islington,work,pt,1010,1017,1000
4562,census_2281,census_2281,0,Haringey,Haringey,Camden,work,pt,425,444,1000
4563,census_2281,census_2281,1,Haringey,Camden,Haringey,work,pt,914,933,1000
4564,census_2282,census_2282,0,Bromley,Bromley,Bromley,work,pt,525,540,1000
4565,census_2282,census_2282,1,Bromley,Bromley,Bromley,work,pt,1067,1082,1000
4566,census_2283,census_2283,0,Havering,Havering,Havering,work,pt,551,566,1000
4567,census_2283,census_2283,1,Havering,Havering,Havering,work,pt,1127,1142,1000
4568,census_2284,census_2284,0,Harrow,Harrow,Harrow,work,car,454,455,1000
4569,census_2284,census_2284,1,Harrow,Harrow,Harrow,work,car,914,915,1000
4570,census_2285,census_2285,0,Hounslow,Hounslow,Hounslow,education,car,485,496,1000
4571,census_2285,census_2285,1,Hounslow,Hounslow,Hounslow,education,car,1014,1025,1000
4572,census_2286,census_2286,0,Croydon,Croydon,Wandsworth,education,pt,418,441,1000
4573,census_2286,census_2286,1,Croydon,Wandsworth,Croydon,education,pt,949,972,1000
4574,census_2287,census_2287,0,Lewisham,Lewisham,Southwark,work,car,515,524,1000
4575,census_2287,census_2287,1,Lewisham,Southwark,Lewisham,work,car,1114,1123,1000
4576,census_2288,census_2288,0,Barnet,Barnet,Barnet,education,pt,428,433,1000
4577,census_2288,census_2288,1,Barnet,Barnet,Barnet,education,pt,990,995,1000
4578,census_2289,census_2289,0,Lambeth,Lambeth,Lambeth,work,pt,537,548,1000
4579,census_2289,census_2289,1,Lambeth,Lambeth,Lambeth,work,pt,1119,1130,1000
4580,census_2290,census_2290,0,Hounslow,Hounslow,Richmond upon Thames,work,pt,457,462,1000
4581,census_2290,census_2290,1,Hounslow,Richmond upon Thames,Hounslow,work,pt,948,953,1000
4582,census_2291,census_2291,0,Hounslow,Hounslow,Kensington and Chelsea,work,pt,484,509,1000
4583,census_2291,census_2291,1,Hounslow,Kensington and Chelsea,Hounslow,work,pt,998,1023,1000
4584,census_2292,census_2292,0,Tower Hamlets,Tower Hamlets,Wandsworth,work,pt,461,480,1000
4585,census_2292,census_2292,1,Tower Hamlets,Wandsworth,Tower Hamlets,work,pt,994,1013,1000
4586,census_2293,census_2293,0,Havering,Havering,Havering,work,pt,471,474,1000
4587,census_2293,census_2293,1,Havering,Havering,Havering,work,pt,960,963,1000
4588,census_2294,census_2294,0,Barnet,Barnet,Harrow,work,car,450,473,1000
4589,census_2294,census_2294,1,Barnet,Harrow,Barnet,work,car,1055,1078,1000
4590,census_2295,census_2295,0,Haringey,Haringey,Newham,work,pt,414,429,1000
4591,census_2295,census_2295,1,Haringey,Newham,Haringey,work,pt,921,936,1000
4592,census_2296,census_2296,0,Southwark,Southwark,Tower Hamlets,work,pt,425,430,1000
4593,census_2296,census_2296,1,Southwark,Tower Hamlets,Southwark,work,pt,1016,1021,1000
4594,census_2297,census_2297,0,Brent,Brent,Brent,work,pt,462,463,1000
4595,census_2297,census_2297,1,Brent,Brent,Brent,work,pt,1054,1055,1000
4596,census_2298,census_2298,0,Ealing,Ealing,Ealing,work,pt,467,472,1000
4597,census_2298,census_2298,1,Ealing,Ealing,Ealing,work,pt,1005,1010,1000
4598,census_2299,census_2299,0,Enfield,Enfield,Haringey,education,pt,520,523,1000
4599,census_2299,census_2299,1,Enfield,Haringey,Enfield,education,pt,1010,1013,1000
4600,census_2300,census_2300,0,Hackney,Hackney,"Westminster,City of London",education,pt,544,565,1000
4601,census_2300,census_2300,1,Hackney,"Westminster,City of London",Hackney,education,pt,1027,1048,1000
4602,census_2301,census_2301,0,Kensington and Chelsea,Kensington and Chelsea,Kensington and Chelsea,work,car,576,585,1000
4603,census_2301,census_2301,1,Kensington and Chelsea,Kensington and Chelsea,Kensington and Chelsea,work,car,1079,1088,1000
4604,census_2302,census_2302,0,Haringey,Haringey,Tower Hamlets,work,pt,475,486,1000
4605,census_2302,census_2302,1,Haringey,Tower Hamlets,Haringey,work,pt,969,980,1000
4606,census_2303,census_2303,0,Islington,Islington,Camden,work,pt,519,526,1000
4607,census_2303,census_2303,1,Islington,Camden,Islington,work,pt,1067,1074,1000
4608,census_2304,census_2304,0,Hounslow,Hounslow,Richmond upon Thames,work,pt,552,569,1000
4609,census_2304,census_2304,1,Hounslow,Richmond upon Thames,Hounslow,work,pt,1149,1166,1000
4610,census_2305,census_2305,0,Wandsworth,Wandsworth,Camden,education,car,486,503,1000
4611,census_2305,census_2305,1,Wandsworth,Camden,Wandsworth,education,car,1083,1100,1000
4612,census_2306,census_2306,0,Ealing,Ealing,Hammersmith and Fulham,work,pt,439,456,1000
4613,census_2306,census_2306,1,Ealing,Hammersmith and Fulham,Ealing,work,pt,998,1015,1000
4614,census_2307,census_2307,0,Waltham Forest,Waltham Forest,Enfield,education,pt,474,487,1000
4615,census_2307,census_2307,1,Waltham Forest,Enfield,Waltham Forest,education,pt,1041,1054,1000
4616,census_2308,census_2308,0,Lambeth,Lambeth,Southwark,work,pt,557,568,1000
4617,census_2308,census_2308,1,Lambeth,Southwark,Lambeth,work,pt,1091,1102,1000
4618,census_2309,census_2309,0,Harrow,Harrow,"Westminster,City of London",work,pt,418,449,1000
4619,census_2309,census_2309,1,Harrow,"Westminster,City of London",Harrow,work,pt,896,927,1000
4620,census_2310,census_2310,0,Barnet,Barnet,Hackney,work,pt,474,499,1000
4621,census_2310,census_2310,1,Barnet,Hackney,Barnet,work,pt,1015,1040,1000
4622,census_2311,census_2311,0,Greenwich,Greenwich,Newham,work,pt,567,578,1000
4623,census_2311,census_2311,1,Greenwich,Newham,Greenwich,work,pt,1180,1191,1000
4624,census_2312,census_2312,0,Kensington and Chelsea,Kensington and Chelsea,Kensington and Chelsea,work,pt,509,516,1000
4625,census_2312,census_2312,1,Kensington and Chelsea,Kensington and Chelsea,Kensington and Chelsea,work,pt,1051,1058,1000
4626,census_2313,census_2313,0,Redbridge,Redbridge,Redbridge,work,pt,515,528,1000
4627,census_2313,census_2313,1,Redbridge,Redbridge,Redbridge,work,pt,960,973,1000
4628,census_2314,census_2314,0,Bexley,Bexley,Bexley,work,pt,490,503,1000
4629,census_2314,census_2314,1,Bexley,Bexley,Bexley,work,pt,998,1011,1000
4630,census_2315,census_2315,0,Hounslow,Hounslow,Wandsworth,education,pt,433,446,1000
4631,census_2315,census_2315,1,Hounslow,Wandsworth,Hounslow,education,pt,936,949,1000
4632,census_2316,census_2316,0,Barnet,Barnet,Barnet,work,pt,451,458,1000
4633,census_2316,census_2316,1,Barnet,Barnet,Barnet,work,pt,1009,1016,1000
4634,census_2317,census_2317,0,Ealing,Ealing,"Westminster,City of London",work,pt,575,604,1000
4635,census_2317,census_2317,1,Ealing,"Westminster,City of London",Ealing,work,pt,1088,1117,1000
4636,census_2318,census_2318,0,Redbridge,Redbridge,Waltham Forest,work,car,460,467,1000
4637,census_2318,census_2318,1,Redbridge,Waltham Forest,Redbridge,work,car,940,947,1000
4638,census_2319,census_2319,0,Haringey,Haringey,"Westminster,City of London",education,pt,513,532,1000
4639,census_2319,census_2319,1,Haringey,"Westminster,City of London",Haringey,education,pt,955,974,1000
4640,census_2320,census_2320,0,Wandsworth,Wandsworth,Richmond upon Thames,work,car,544,565,1000
4641,census_2320,census_2320,1,Wandsworth,Richmond upon Thames,Wandsworth,work,car,1121,1142,1000
4642,census_2321,census_2321,0,Lambeth,Lambeth,Croydon,work,car,441,458,1000
4643,census_2321,census_2321,1,Lambeth,Croydon,Lambeth,work,car,1033,1050,1000
4644,census_2322,census_2322,0,Kensington and Chelsea,Kensington and Chelsea,Islington,work,pt,444,459,1000
4645,census_2322,census_2322,1,Kensington and Chelsea,Islington,Kensington and Chelsea,work,pt,1005,1020,1000
4646,census_2323,census_2323,0,Lambeth,Lambeth,Croydon,work,pt,410,435,1000
4647,census_2323,census_2323,1,Lambeth,Croydon,Lambeth,work,pt,1036,1061,1000
4648,census_2324,census_2324,0,Lambeth,Lambeth,Lambeth,work,pt,421,430,1000
4649,census_2324,census_2324,1,Lambeth,Lambeth,Lambeth,work,pt,994,1003,1000
4650,census_2325,census_2325,0,Southwark,Southwark,Southwark,education,pt,501,502,1000
4651,census_2325,census_2325,1,Southwark,Southwark,Southwark,education,pt,1109,1110,1000
4652,census_2326,census_2326,0,Ealing,Ealing,Hammersmith and Fulham,work,pt,487,504,1000
4653,census_2326,census_2326,1,Ealing,Hammersmith and Fulham,Ealing,work,pt,977,994,1000
4654,census_2327,census_2327,0,Enfield,Enfield,Haringey,work,car,592,603,1000
4655,census_2327,census_2327,1,Enfield,Haringey,Enfield,work,car,1025,1036,1000
4656,census_2328,census_2328,0,Sutton,Sutton,Sutton,work,pt,480,481,1000
4657,census_2328,census_2328,1,Sutton,Sutton,Sutton,work,pt,1058,1059,1000
4658,census_2329,census_2329,0,Croydon,Croydon,"Westminster,City of London",work,pt,493,514,1000
